text,toxicity,severe_toxicity,insult,flirtation,profanity,sexually_explicit,threat,identity_attack
to loudmouth idiot and racist jemele hill ; potus trump isn't a white supremacist but bill clinton is . i bet you vot,0.83020335,0.80400056,0.96269983,0.3187286,0.783563,0.14293039,0.15786067,0.8632592
via : uk : muslim abducts  rapes woman : you white women are good at it #tcot,0.6662635,0.7544225,0.64291036,0.84537035,0.69309914,0.92006356,0.83185023,0.90753186
we are surrounded by self hating liberal white fucktards ... everywhere i look . 50 years ago this place was white ... shame,0.86967754,0.8030992,0.9001877,0.4743115,0.87453264,0.48681682,0.43754095,0.9381955
we must keep the white race  i am ashamed to be british  i find asians disgusting & repulsive & blackie's  they are a disease !,0.8635976,0.8536629,0.895227,0.5005953,0.75290704,0.3061646,0.70536613,0.9431344
yea their minds have been polluted by the jew media,0.44750816,0.37740716,0.48213026,0.40821812,0.34256926,0.19112673,0.28845632,0.7442141
""" < < we love dead  """" brown-skinned """" """" people ! and we fund white supremacist racist killers with our bffs #alec luv  bffs """"""",0.83020335,0.68500096,0.8051987,0.52925116,0.5279713,0.18478563,0.8255182,0.88411874
""" uk : muslim abducts  rapes woman :  """" you white women are good at it """" """" """"""",0.7816909,0.75468284,0.660731,0.7784964,0.69309914,0.8998427,0.82345974,0.92455935
#ferguson people must be destroy to they make a fun by the murder ! ! ! #freedomtoblakcs #wearenotaslave,0.8129004,0.64210415,0.6082837,0.3737826,0.42255667,0.15479766,0.9114058,0.6003063
1 more whitey down #killwhitey #whitegenocide #nigganetwork #notyourshield,0.7740273,0.87427866,0.895227,0.3378131,0.8850905,0.23467843,0.92843693,0.9550972
come to my neighborhood muslim faggots ..,0.8763571,0.88833594,0.94198006,0.49771044,0.93690646,0.67674536,0.4488782,0.96300757
democrats it's not white people who are the problem . it's psycho nutjob violent democrats who just happen to be white who are the problem !,0.6710289,0.6734027,0.8301602,0.36424482,0.38898066,0.1706593,0.42035365,0.9044391
disavowing like that ? you boomers are really pining for that antifa terrorist approval aren't you ? faggots .,0.7382047,0.84347814,0.942489,0.29322174,0.9592626,0.38605714,0.28238735,0.9430493
erickson is fat  and a cuck .,0.867151,0.73346674,0.91736174,0.30023515,0.8944779,0.7893632,0.09658336,0.42088586
filthy white trash is all you are . filled with the devil's hate,0.95068264,0.89362836,0.9534723,0.21234362,0.8889294,0.19158326,0.43614087,0.9675585
go with them ur an illegal too white trash .,0.90742445,0.77131855,0.9424686,0.28068972,0.6222302,0.09990044,0.25763953,0.9430493
i hate muslims they are terrorists . they all lie and kill on name of allah . muslims are all ignorant .,0.96751314,0.87427866,0.92464614,0.32952625,0.6222302,0.077339254,0.82699025,0.9547894
idk what troll is but i sent them incest faggots a mention,0.8742253,0.84392935,0.88205516,0.609887,0.91021526,0.8777541,0.5233078,0.92215836
if you hire illegals you support slavery  cheap labor needs to go  along with you  cheap bastards !,0.8635976,0.80156827,0.96269983,0.21444452,0.87421864,0.06758353,0.34963816,0.8001316
it's over : top cuck donald trump strikes deal on daca amnesty  no border wall funding via,0.42631236,0.39532933,0.660731,0.30423445,0.611527,0.6096647,0.3256344,0.33354422
stupid white liberals at a demonstration  apologising for slavery of blacks ... words fail me ...,0.9017833,0.8055728,0.93234444,0.31747454,0.80536526,0.15108591,0.42706367,0.9551407
those larping faggots are the worst with their civic nationalism and muh constitution . i just cannot stand them .,0.7699882,0.80814576,0.9091764,0.29815164,0.905117,0.3875879,0.2848101,0.9439019
u white phag it i will love tu kill u white bitkhes koon,0.9448569,0.9393468,0.895227,0.614025,0.8683989,0.5702381,0.986512,0.9430493
what kind of sick white person would be sexually attracted to the non-white migrant inv,0.7464593,0.75441146,0.76252675,0.61365974,0.6222302,0.8062318,0.44232297,0.8921792
white genocide is going to work great in us .,0.67902285,0.6482272,0.49552014,0.4258254,0.38176763,0.15654029,0.8743302,0.8422688
white genocide is good,0.7663013,0.7639972,0.5433957,0.37550992,0.5090882,0.18952964,0.91432226,0.88064563
white men who get with nonwhite women  are sexual failures .,0.7593913,0.6080783,0.7555915,0.6289631,0.51186395,0.8777541,0.27442047,0.8408354
white supremacists are gay !,0.867151,0.7475203,0.87521565,0.26630434,0.6437019,0.3867598,0.16174084,0.94235706
""" actually  the  """" base """" """" in the south has been given proof """" """" mainstream conservatives """" """" are a bunch of weak  cucked faggots """"""",0.7663013,0.81533617,0.942489,0.25429627,0.94127846,0.5424946,0.18415096,0.9415939
""" rt arabs and muslims actually tell the truth about the jews and their nation-wrecking agendas  unlike our cucked out puppet  """" political leaders """" """" """"""",0.5750231,0.5331281,0.68785954,0.45101133,0.5646116,0.32703942,0.25805223,0.8422688
""" this so called  """" white aryan uptopia """" """" won't happen unless you exterminate white liberals  centrists  socialists  independents & lgbt  """"""",0.57027644,0.60626256,0.6356477,0.3369368,0.3733646,0.22281668,0.8583658,0.87698615
#kukluxklan forever !,0.39230084,0.10815698,0.13631564,0.29373813,0.12731075,0.09179049,0.27730834,0.1441398
: jew supremacists call for mass invasion of america  demand all non-jews be deported from israel,0.44805592,0.6751925,0.5739696,0.31040367,0.43339178,0.1290168,0.71467465,0.8921792
aka the jewish pedophile ring .,0.7257758,0.7638373,0.79577,0.537426,0.7532383,0.778477,0.3976675,0.9070471
contrary to claims alfred rosenberg's diary does not substantiate the jewish holocaust myth . #holohoax via,0.27045983,0.30982584,0.26805535,0.36745396,0.20203519,0.1206915,0.4283488,0.6044576
department of justice and president cuck opening up civil rights investigation into charlottesville via,0.2712817,0.2786,0.48479423,0.25842944,0.5405932,0.68371606,0.12248427,0.19988234
every white european founded country is being indudated with the old zionist jew backed diversity push . diversity does not benefit us white americans . we don't hate you guys or dislike you  we just don't want our country given away to a bunch of 3rd worlders,0.49688783,0.4985324,0.6356477,0.39530453,0.5044877,0.17365386,0.30898035,0.8422688
feral beast negros do this to white woman all the time and the jew media never reports on it ( their protecting their pawns ),0.62792164,0.7638974,0.7944996,0.59867513,0.70737684,0.48082453,0.54644626,0.92455935
filthy muslims don't kill people  filthy cars kill people ?,0.83020335,0.8666892,0.88128865,0.30907297,0.8370412,0.21234506,0.9131328,0.95402986
hard-left jew-hater and jihad enabler .,0.5535644,0.60070294,0.6400845,0.59097064,0.4301225,0.26682997,0.50705713,0.817984
hmmmm immediately after islamic prayers she went to kill .. jew hatred it's in the quran ...,0.5535644,0.5200852,0.49308783,0.31667015,0.3819893,0.063164905,0.8588504,0.8022915
how about a class for bigot jews who think they're god's chosen ?,0.4945446,0.35334644,0.5519395,0.3860289,0.3701428,0.13930252,0.14818512,0.74429643
i am equally fair complexioned ; look better than white skin ; i don't like blackies ; i am pure racist,0.7382047,0.5272882,0.6356477,0.42480063,0.43501163,0.21071474,0.23840252,0.8632592
i will happily stay at a hotel that hosts act for america who hate muslim terrorists that would kill us,0.7060645,0.6948502,0.57053685,0.35818782,0.42650497,0.14450122,0.8908898,0.8921792
illegals are succubus and leaches . parasites,0.91406596,0.7347171,0.90621233,0.40641382,0.7303127,0.25502113,0.3313551,0.87789285
isn't black and being a cop hater and fkkn race hustler that he is  will only promote cop on black or white on black grievances .,0.7212062,0.5038266,0.69824743,0.33611268,0.54089516,0.40364316,0.28091294,0.8008965
jews  communists and genocidal hate in whiteness studies #withjewswelose #hitlerwasright,0.7569718,0.66180235,0.5893173,0.43435925,0.5090762,0.20407416,0.74435705,0.8478281
kill isis . kill farooq . kill islam . love america . love jesus .,0.9390311,0.80814576,0.5864974,0.45339504,0.64227366,0.10117632,0.9570354,0.9047819
kill these people,0.8831064,0.8486256,0.58938384,0.17976063,0.6222302,0.042621043,0.986512,0.58523935
look at all them stupid white people i guess they think there black,0.9448569,0.80814576,0.9091764,0.32731998,0.8069636,0.15323111,0.39452276,0.95420563
looks like they expect more monkies to go for it than white people .,0.4827802,0.3864399,0.5503976,0.39216897,0.26633283,0.16224499,0.26019442,0.8008965
muhammad . the example for 1.7 billion muslims . a rapist  warlord and devil . let us not import more islam . #nomore,0.8129004,0.843664,0.8787904,0.5001113,0.75346154,0.8478105,0.6330719,0.9399891
muhammed was a pedophile and invader of europe.muslims are pawns of greater power structures,0.78524166,0.7639407,0.8453147,0.46064198,0.71376175,0.7407407,0.3050379,0.92455935
my god  what retards ... religion can really kill your brain .,0.89158845,0.8486256,0.9290571,0.21296251,0.8283736,0.12573324,0.9836849,0.8921792
no more einstein's . he was a jew anyway,0.27690583,0.46446827,0.5049182,0.47075647,0.39640296,0.23648396,0.31851622,0.7693084
oh  precious . milo was just the first to fall under the weight of his own stupidity.you ' re next  ricky . #cuck,0.8129004,0.60712904,0.9117965,0.4709124,0.851116,0.778477,0.15612394,0.18120307
ok - here goes : save the boer . immediate segregation of blacks and whites across the world . otherwise  rahowa . you people destroyed rhodesia and south afrika . either step in to fix situation for boer  or we step in to take you out .,0.44129625,0.40803424,0.5368229,0.399976,0.16813265,0.07739592,0.5387879,0.7564106
one solution to opposition is the kill the kafir . quran says to kill .,0.7382047,0.6338125,0.35783702,0.27022594,0.3787746,0.04014656,0.9533248,0.74423575
only liars and white knight faggots,0.88651687,0.8486256,0.942489,0.28155085,0.9254528,0.5679436,0.36216134,0.95402986
people cry about columbus but genocide is natural . we need to wipe put the muslims before they wipe us out . soon it will be too late . riseup,0.630413,0.6798973,0.5606018,0.38431576,0.39445043,0.18132904,0.8763936,0.87755764
really ? i dont see white males continuously raping women because they arent in burkas or strapping bombs to their kids . your name is anti-racism . so the fact that youre racist against whites makes you a bigot . how do you not see that ? or is racism against whites not a thing ?,0.6662635,0.48701435,0.660731,0.3713631,0.4200652,0.7407407,0.55918854,0.86222667
send all the #blackliesmatter activists to liberia .,0.31671798,0.17514229,0.24267942,0.3117219,0.13602808,0.14938594,0.16671294,0.29771182
shut up . you're a degenerate  lying anti-white racist . the video is available for everyone,0.9017833,0.81998384,0.895227,0.4206131,0.7422003,0.29236805,0.25835472,0.92322886
simply put  jews brought violent degenerates and islamic jihadists into europe . i stand for white countries and people,0.7060645,0.80643106,0.7942563,0.50375825,0.6222302,0.3059976,0.75525177,0.9399891
spencer  a racist jew : bring public attention to rabbis who suck blood off penises of baby boys  infected thousands w / herpes .,0.83020335,0.87427866,0.8824508,0.6725855,0.93690646,0.96845734,0.80953753,0.9296887
the capitalist and islamic fanatic are true devil they should thrashed by massive nationalist fist,0.7545523,0.69515675,0.7167494,0.41162133,0.6211074,0.1887043,0.8332003,0.8922758
then do something about it you fat white libtards .,0.7816909,0.76391906,0.80613285,0.47031972,0.6926327,0.43436724,0.46754235,0.9044754
this is really directed at white german women . there the ones stupid enough to copulate w / savages .,0.7382047,0.621851,0.86547226,0.5788977,0.69309914,0.7407407,0.39743215,0.8022793
via : uk video : youre a jew  not a muslimjew  jew  jew run ! #tcot,0.59863794,0.6184229,0.6013426,0.45380804,0.5246822,0.21130784,0.47757143,0.8422688
white minority no biggie says smart jew : #withjewswelose,0.58919406,0.47916466,0.50233746,0.39348346,0.40090343,0.1621057,0.4208868,0.8008965
why are you asking for / enabling more muslims to invade white countries and kill white people ?,0.6955873,0.6795533,0.5559212,0.34689173,0.3974271,0.0767648,0.8908898,0.92455935
with over 60 % of the white vote going to moore id say the racist homophobic redneck hillbilly demogr,0.6611312,0.6206371,0.7952739,0.29849693,0.4389901,0.29625982,0.16251579,0.8712525
within 6 years of life in the us  i became a staunch nationalist  so i'm ready to fight for racial superiority of the white race .,0.42750368,0.5347284,0.43252885,0.46807238,0.4222673,0.23838165,0.7580351,0.74625635
yall stupid white people gave it to us,0.9358428,0.80814576,0.9207735,0.257939,0.8524378,0.15714814,0.3125868,0.95402986
you can get your white devil @ $ $ out of islam . you train hoppin weirdo . ur a typical whiteman . typical entitled white privilege,0.78524166,0.821597,0.895227,0.5049413,0.8247153,0.45671245,0.3096711,0.9352267
you lying pos racist / / /,0.7464593,0.5265268,0.84512913,0.19088817,0.49335727,0.107023016,0.13623181,0.6861127
"""  """" nice whites """" """" get a kick in the face again . """"""",0.78524166,0.8069353,0.716438,0.5306016,0.556462,0.35386145,0.91432226,0.92455935
""" because they know retards will hear  """" islam """" """" & will want to kill all muslims . duh ! """"""",0.86967754,0.87427866,0.88075686,0.32593754,0.6985164,0.10006203,0.9798116,0.9539609
""" rt #cuckservatives think being  """" racist """" """" is worse than white people being raped  assaulted and exterminated """"""",0.7257758,0.7575142,0.7953237,0.5016869,0.79305077,0.92006356,0.7895857,0.92455935
""" white trash joins racist savage party betrays his own race --->  """" ; """"""",0.8393344,0.76380855,0.89610094,0.3308029,0.56767166,0.15033457,0.32225463,0.93475544
""" you got your words mixed up  there : jews & white trash [ <---  """" trash """" """" goes here ] . """"""",0.7816909,0.681746,0.8668401,0.38478363,0.69309914,0.17414752,0.2363016,0.9352267
: isis your days are numbered ! the us army is going to kill every single one of you khawarij qutbi radical ji,0.7344555,0.73158437,0.50086105,0.26971453,0.4960448,0.08224738,0.9664865,0.65169275
: race-mixing new york mayor grants benefits card to 500000 illegal non-white invaders,0.4151741,0.46334144,0.54525065,0.42498657,0.32676354,0.1614556,0.35852444,0.8008965
: robert spencer made muslims kill jews . amazing .,0.78018236,0.6922816,0.5876383,0.45094913,0.509232,0.142586,0.8908898,0.89256287
: via : boko haram leader : kill  kill  kill  kill  kill christians ! #tcot,0.9358428,0.8486256,0.5744991,0.27750567,0.6210275,0.10366335,0.98393494,0.92347026
at least we will know where to send all the illegals  let them drain your economy ! !,0.45120096,0.22818914,0.369799,0.43367264,0.08116334,0.0971692,0.33123764,0.53503215
blacks murder and rape whites around the clock  & hold whites as a whole accountable for slavery . but all blacks are innocent . ok,0.7969615,0.6830244,0.65421665,0.5019751,0.5648312,0.65366393,0.82345974,0.92215836
by diversify you mean a plague  reminiscent of the nothing from the never ending story . nieberhoods one by one turning to ghetto slums full of black hoodlums and white homosexuals that teach white guilt and anti cis feminism .. filth,0.7382047,0.67998713,0.84555465,0.37569925,0.6529375,0.4864806,0.33716333,0.9332291
cuckservatives like conor friedersdorf  jonah goldberg  and kevin williamson hate the donald,0.57027644,0.5411163,0.5784887,0.4955267,0.6943548,0.43812507,0.29432994,0.35312456
every time a jew shoots a palestinian  white zionism gets a little stronger .,0.5535644,0.65718967,0.57274616,0.48005316,0.5081884,0.16182221,0.8763936,0.8632592
exercise your 2a with your 1a and watch those antifa faggots run .,0.68288773,0.72087395,0.90011007,0.24777739,0.9066618,0.24122226,0.27258375,0.9047819
good blm is a racist hate group and should not be getting any press . let them die in the media,0.7344555,0.7476502,0.7166868,0.4486217,0.4880945,0.13940054,0.8908898,0.79926366
good they are playing the kid card in this dangerous game . these are cold killers . vile sand-niggers .,0.78018236,0.7639509,0.88075686,0.36432657,0.7532383,0.106104344,0.7130924,0.9430493
great grandparents came here legally . more than i can say for the illegal / daca immigrants . deport them all ! ! !,0.456592,0.30842048,0.33616856,0.40108067,0.097521365,0.050491057,0.47471225,0.6350989
how i hate the cucks !,0.7593913,0.6629131,0.6580968,0.44087598,0.78579086,0.778477,0.37894863,0.6350989
i'm concerned about white cops being targeted by racist black thugs not with what color annie is or if a black man can play james bond !,0.61826205,0.57837844,0.7256097,0.4088832,0.35811403,0.16700178,0.29452908,0.8926499
jewish supremacists demand more cash for racist ' israel ' . : well  this is not exactly related to our topic here ...,0.452012,0.42585328,0.48728758,0.2948039,0.23075676,0.068688855,0.14627656,0.80070657
jews must not be a part of our ruling class . we shouldn't allow them into any white society .,0.6809553,0.6824315,0.6375066,0.35779342,0.5141867,0.17239529,0.5698325,0.9315464
jw is a truth organization not a hate orginzation . islam is all about hate . #arabnotmuslim,0.6611312,0.44785944,0.5379049,0.29926652,0.3693577,0.08724651,0.26537672,0.8008965
no such thing as british muslim its just plain old murdering muslim thanks .,0.7382047,0.6127931,0.5787963,0.38567615,0.38741666,0.13565591,0.759941,0.8695041
not all immigrants look like this ignorant white trash .,0.88651687,0.8012176,0.9615531,0.32852444,0.63634074,0.09292824,0.1102799,0.95402986
oh yea  i forgot ... america was rounding up all the black and brown people and gassing them .,0.5149511,0.76147836,0.6512349,0.29708478,0.3356563,0.09436052,0.92843693,0.92908216
russian antifa is the biggest pile of faggots in a whole world . sad !,0.8635976,0.85881937,0.93234444,0.2976587,0.91255164,0.5166764,0.33618495,0.95402986
so you support gooks infiltrating and polluting the white gene pool ?,0.502098,0.5188078,0.660731,0.49878457,0.49645644,0.23992038,0.3815425,0.87698615
ston poet - racist crackers,0.5124461,0.35677576,0.6496727,0.25684428,0.30985427,0.08943698,0.07617555,0.5811254
take a stand  join the klan . we are the superior race . we shall dominate politically  economically and socially . #whitepride #white,0.49542332,0.39012724,0.46112508,0.44770655,0.22269605,0.11747856,0.573312,0.8008965
terrible tattoo . white trashy .,0.83020335,0.5635993,0.715293,0.38705343,0.56533426,0.46608138,0.22731085,0.74388707
the northwest front . no jews  no queers  no mudsharks  just right .,0.630413,0.6381172,0.7456848,0.34522158,0.7190145,0.54376066,0.29239428,0.87867606
the punchable fat white liberal face,0.74195385,0.8017161,0.8453147,0.41383937,0.68759114,0.31628767,0.45947504,0.92455935
the white trash continues under . take them down #hoodsoff #opkkk,0.83020335,0.6611817,0.8453147,0.28951508,0.5047412,0.11422841,0.4759554,0.90051055
third world mongrels bring third world problems,0.42631236,0.5886954,0.6433051,0.20955907,0.58462864,0.1147842,0.55200195,0.7565161
this is a war between humanity and jews freedom and jews the white race and murderers,0.58919406,0.7639532,0.6356477,0.47219363,0.5652506,0.18080126,0.82345974,0.904684
this is stupid . ignorant white trash want the wall .,0.9583344,0.8291845,0.9487772,0.25039783,0.8609028,0.15485115,0.23627113,0.9391195
utah is the most cucked state in america via #latterdaysnakes #cuckservatives #mormons #trump2016,0.57816684,0.6724343,0.7222779,0.43982434,0.7987082,0.5228489,0.51340824,0.58523935
very true  the only choice is too kill them before they kill you .,0.73034537,0.6836475,0.39158148,0.22377376,0.36398673,0.03533705,0.975672,0.21515603
vnn forum - dead white people  just right,0.5026305,0.7086583,0.6356477,0.44335642,0.42430785,0.18776205,0.8763936,0.8922397
was about time ... let's make those fat white people lose some weight .,0.6221407,0.67530787,0.75308347,0.33714786,0.43650573,0.120233946,0.41983643,0.92215836
we should do something about the dangerous white people first .,0.4945446,0.5104516,0.5096418,0.2633035,0.28691593,0.07357954,0.606315,0.8629855
what children ! ? white america's shrinking  we the brownies  yellows  blacks & mutts we'll be taking over . repent of your racist sins !,0.5958905,0.6116642,0.80566996,0.33476996,0.36564675,0.08935133,0.27432433,0.9047819
when blacks finally realize that the enemy is mexican instead of white .. america will win the border war .,0.5851118,0.41547176,0.4550139,0.41902632,0.30929387,0.14228013,0.59371114,0.80616534
white terrorists,0.6556601,0.60612714,0.6341282,0.29740593,0.42602757,0.12757626,0.34466636,0.8632592
why not ? #islamistheproblem #bansharia #banthehijab .. actually we don't care what cair thinks,0.34388447,0.1863422,0.27708855,0.23655073,0.18917911,0.060477257,0.13411169,0.58523935
yeah faggots,0.78018236,0.8239671,0.93234444,0.2573706,0.9482886,0.54007405,0.24538285,0.94238216
yes  time for people on the right to strap up and start shooting those kids  no doubt,0.7007861,0.6860268,0.38063523,0.27824137,0.27856705,0.12958933,0.9762162,0.40589753
you are a phony orange sellout vendepatria zionist cuck . your base hates you now .,0.8346757,0.7637759,0.9009307,0.29557103,0.8274467,0.56938434,0.19614834,0.7680208
you democrat trolls can call us deplorables coons  racists  and white supremacists but don't call us whiners and losers like you !,0.8742253,0.73824334,0.96269983,0.28929204,0.42085582,0.07832641,0.063514315,0.87698615
you got that backwards . blacks took over thriving white cities and destroyed them . you are delusional and racist .,0.7382047,0.6843352,0.81780326,0.4902564,0.46034425,0.16861998,0.56998664,0.90463924
"""  """" migration """" """" .. more like a bowel movement of arab rapists to the western world  who will then claim op """"""",0.5550837,0.5891282,0.6356477,0.51647705,0.4889522,0.7024407,0.49934334,0.8118724
""" rt : .  """" kill any jew who falls into your power """" """" - muhammad in """"""",0.7627802,0.80598724,0.6663751,0.3438633,0.61472213,0.14324217,0.9570354,0.91749215
. hates white people .,0.7816909,0.74445176,0.7220615,0.21175377,0.55872864,0.06940803,0.33817092,0.95343727
cuckservatives : the rise and fall of randpaul,0.44509158,0.31829527,0.30269188,0.45857242,0.5892221,0.51827896,0.26741275,0.2013902
dual-citizen natalie portman questions centrality of fake jewish holocaust narrative,0.39230084,0.46201056,0.4244569,0.2863925,0.3086089,0.11836762,0.6092152,0.74603766
faggots,0.8129004,0.82685995,0.93234444,0.23372765,0.93690646,0.41623423,0.29908174,0.9430493
he saw a movie where white people were nice and darkies wanted to kill a midget and now he must make a stand,0.60845,0.80129224,0.79101837,0.3566511,0.69309914,0.14382449,0.9533512,0.9085439
hud tearing down the projects and sending ghetto dwellers into suburbs with housing vouchers . see memphis and atlanta,0.3123962,0.057159115,0.09173664,0.34246767,0.05471394,0.06507092,0.12863366,0.10958818
islam it's death . why do we not kill them all before they kill us . stupid is as stupid,0.96751314,0.86228806,0.9337903,0.27394632,0.8915674,0.1392503,0.9740821,0.89794946
it the blacks that keep us down as a people i see it,0.5535644,0.677417,0.660731,0.28490952,0.50899786,0.16895685,0.54835176,0.92420053
jew at it again ~ never miss a chance to validate what people don't like about them meddling-jews,0.42750368,0.46658853,0.44576946,0.29516712,0.3235947,0.14124778,0.2576023,0.8008965
jews push for white genocide - not white women,0.6757943,0.7968898,0.59443223,0.3637421,0.51106566,0.19305047,0.74996054,0.93776226
lies . jews like really want white goyim to fight iranian goyim so they can kill us both off at the sa,0.67902285,0.7899222,0.79473025,0.5761367,0.6981663,0.36053872,0.8763936,0.92455935
make america white again by deporting & neutering all the non-whites white power forever #immigration,0.5958905,0.58258504,0.49825996,0.4013041,0.38765988,0.21496068,0.5983102,0.8778539
mohammed was a jew killer ! rt #stopislam #billwarnerphd #politicalislam #cspi #bansharia,0.7627802,0.6850868,0.68785954,0.4951124,0.5664859,0.2486872,0.71835536,0.87698615
moslem invaders will bring an end to #,0.44805592,0.68465483,0.60466254,0.47963494,0.49679548,0.18178523,0.7612243,0.8487468
no  because they are simply doing their jobs ; black thugs attaching white chicks & other helpless people is despicable - total savages,0.7464593,0.65822715,0.8060385,0.44671562,0.63823676,0.36098352,0.39153633,0.89223456
no auto citizenship ! extended visa for good ones ... deportation for the rest .,0.25447917,0.03227607,0.058057524,0.31537008,0.031527866,0.043760244,0.15439148,0.052402914
pale fire  or  the demise of ' white trash ' america via,0.73034537,0.5524628,0.69502974,0.2697959,0.49644986,0.11030257,0.63566846,0.8008965
parents  siblings & anchors ... strain on education  welfare  citizens ! we demand illegals deported & end of anchor baby program ! #nodreamact,0.22157386,0.11683672,0.2562956,0.37954667,0.033704855,0.025749044,0.18688853,0.31506705
people create their own poverty . end of story . #tcot #blackinamerica #lowblackiq,0.22598907,0.28102943,0.46125272,0.2697154,0.20000345,0.07006468,0.21379064,0.74409187
please subscribe and view my jew lies white genocide playlist non profit,0.6887467,0.68592536,0.6410451,0.46385908,0.5125658,0.17902489,0.7963803,0.87698615
this nieger thinks u white trash sucks !,0.9850823,0.89362836,0.9563423,0.2630024,0.93690646,0.5440341,0.26934808,0.95402986
u phukkine white moon phag it,0.35227737,0.32825455,0.35967368,0.3979863,0.35012192,0.4039317,0.29678264,0.4007073
we n3ed to get black out of barnet,0.355017,0.36796486,0.41033846,0.25976038,0.31275046,0.20504926,0.31355786,0.67894137
white men against trump protester called out as filthy jew rat,0.8129004,0.8416842,0.9091764,0.3903641,0.875751,0.38323343,0.2975188,0.95402986
you no doubt  are a baboon  in appearance and in iq .,0.6662635,0.23103423,0.79186004,0.18761642,0.274374,0.024167003,0.10917309,0.1710096
""" .  """" kill any jew who falls into your power """" """" - muhammad in ibn ishaq's sira """"""",0.7382047,0.7638485,0.660731,0.38023168,0.5671632,0.13059644,0.9533248,0.88232416
""" christian hate minister walid shoebat says  """" kill gays """" """" """"""",0.83020335,0.7401708,0.7291747,0.32886684,0.40157267,0.32729158,0.8763936,0.9421459
""" coming soon america rt :  """" by the quran  we will kill you all  faggots ! """" """" : muslims attack gay club in paris """"""",0.91406596,0.91917354,0.942489,0.3752901,0.91128254,0.51146954,0.9762162,0.96805567
""" that is why international jewry / banksters  """" had """" """" to destroy ns before it spread to other nations . read : """"""",0.41256893,0.37004462,0.43094754,0.40220335,0.34423518,0.18468109,0.59696937,0.7318617
""" the marxist / gay  """" takedown """" """" of america #withjewswelose """"""",0.5958905,0.31740066,0.45054394,0.26213762,0.3070249,0.39928365,0.16109768,0.58523935
""" we  """" whites """" """" have been out numbered 100 to 1 by sh * tskins before and came out on top in the end . i think we've got this buddy """"""",0.5035055,0.6313489,0.70199466,0.4895645,0.74082243,0.41962096,0.62570745,0.84647846
""" you know for having a  """" high iq """" """" you sure aint very smart and lack logic and reading comprehension . white people dont exist because people are humans and white """" """" people """" """" aint human . you are neanderthal rhesus monkey hybrids """"""",0.7663013,0.4357392,0.7680983,0.37217337,0.26822048,0.07768281,0.07108284,0.8422688
& i talk about her channel  political correctness  sjws  jews and race #hitlerwasright,0.52368855,0.47876284,0.5606634,0.3647674,0.40349388,0.15961197,0.2736853,0.7410017
a result of years of oppression and exploitation of the white #workingclass - #whitegenocide #hitlerwasright,0.53837943,0.2681233,0.43296504,0.3392733,0.28030518,0.1394809,0.23804869,0.6350989
africans back to africa . this is a white country !,0.7212062,0.4951392,0.5899552,0.27126023,0.3964576,0.11578102,0.18222259,0.8632592
always be armed  in case you meet antifa faggots or lesbians or communists ! and aim to kill !,0.9320454,0.87427866,0.895227,0.43848822,0.876051,0.49618104,0.9664865,0.9439247
an advanced white man  but why is he tolerant of the jew menace ?,0.44805592,0.4575489,0.55131125,0.5145558,0.39306685,0.2556163,0.43006346,0.8422688
anti-white jew comedian louis ck jokes about child molestation on saturday night live #withjewswelose,0.4827802,0.76393425,0.76684195,0.61455095,0.7325987,0.85033876,0.7687571,0.9047819
at least they're finally getting the right people this time jew on jew violence i love it,0.5026305,0.58715355,0.51304424,0.48048216,0.436126,0.16994172,0.65515417,0.8422688
at long last ! finally  we can start openly talking about the lying  subversive  scheming jews destroying america ! #maga,0.59863794,0.65049684,0.7371342,0.46364436,0.5090823,0.18306626,0.52240425,0.86583906
blm idiots created a new generation of white supremacists . are you proud ? you must learn from jesus that hate hurts your cause .,0.8393344,0.732429,0.9449452,0.3030295,0.77531844,0.08762502,0.17132872,0.89273
but  trump is continuing the trash dreamers amnesty,0.58919406,0.20620751,0.6830018,0.2710475,0.3121829,0.067033574,0.097456254,0.28886068
california : imam calls on muslims to kill and annihilate jews,0.8086813,0.8486256,0.660731,0.35727146,0.6222302,0.15703364,0.97355735,0.9428192
cernovich is a race mixer . he's ruined his white genes . 1000 years of pure genetics down the drain !,0.42234805,0.3577022,0.5963629,0.35724124,0.3111444,0.18993123,0.289041,0.74609894
cuckservatives : weve lost jonah goldberg : jonah goldberg takes his toys and goes home,0.49309984,0.38812208,0.4288319,0.560747,0.61592627,0.46963513,0.18304424,0.15180817
ever see braveheart ? stop acting like a bunch of silly faggots and kick the invaders out of your country !,0.8890526,0.89623857,0.9481788,0.4450443,0.92678523,0.5963877,0.8763936,0.9423855
filthy jew tranny says europe cant criticize jew baby killing because white man colonized africa via,0.9390311,0.8685819,0.895227,0.3882265,0.8274302,0.39036655,0.8908898,0.96506244
filthy jews are not white . and jews don't fight they get others too . you'll find yourself in holocaust mark 2,0.78524166,0.8416842,0.8301602,0.39849433,0.74719167,0.16494817,0.86154824,0.9460198
hi man heil hitler  dont you think is worse that inyour country now even the rrpublicans are jews,0.6357597,0.57993513,0.61831385,0.35597095,0.41392368,0.2007284,0.49987304,0.8067214
i believe the ideals of white civilization and collective white culture is absolutely superior . we need not apologize,0.43100753,0.4087164,0.47674975,0.3713886,0.27548257,0.1468967,0.34852952,0.8043971
