,text,toxicity,severe_toxicity,insult,flirtation,profanity,sexually_explicit,threat,identity_attack
2724,putting 95 year old germans on trial and ignoring muslims raping their way across europe . sounds logical .,0.5535644,0.72691447,0.7164961,0.5484767,0.69309914,0.84968835,0.7105992,0.91330767
2725,racist bubble ? you mean one where we're constantly exposed to anti-white rhetoric ? give me a break .,0.42631236,0.39448297,0.6052667,0.34486657,0.2638226,0.09117816,0.16696571,0.7752659
2726,racist old white guys are the only thing standing between you and extinction . #learntoloveus,0.7569718,0.6398288,0.70199466,0.36724004,0.40383753,0.120628394,0.6878295,0.87205917
2727,rahowa is what skinheads and white supremacists call a future desired race war .,0.46457416,0.44313043,0.638635,0.39034575,0.34140527,0.24435245,0.57204413,0.7994035
2728,re : alt-right white nationalists are stupid via,0.83020335,0.6690292,0.8945049,0.3005854,0.783563,0.17080502,0.28527662,0.9047819
2729,religion of peace wants to kill all the jews  now indian-muslims want to kill 1 b hindus in 15 mins . via,0.77806646,0.78145313,0.56038374,0.26018074,0.46685845,0.04462034,0.9533248,0.92455935
2730,remember : these non white hoards will be dropping litters for decades to come ! america buried in a mudslide + republicans smile !,0.42750368,0.47012258,0.5943473,0.5524784,0.3303214,0.13108395,0.5681768,0.8008965
2731,retweeted national socialist ( ): #germany could bypass sweden as the muslim rape ...,0.6237118,0.62650245,0.5802163,0.54370666,0.5629557,0.778477,0.63190067,0.862601
2732,rising 3rd world invasion in britain : 69 % of school children in london are non-white | read more : via,0.31661135,0.26272386,0.29187799,0.36074963,0.22050138,0.23655848,0.53222793,0.60850376
2733,sam francis observed the emergence of an american people of the white race ( mars ) .,0.2712817,0.04670119,0.0649448,0.3362012,0.03963813,0.16458453,0.023117846,0.054780338
2734,saturday night live celebrates the end of the white race | daily stormer,0.39230084,0.47907293,0.35580048,0.5332344,0.36635163,0.3791033,0.790733,0.6350989
2735,saving one white country at a time .,0.34792873,0.06966878,0.12011044,0.28309762,0.09275267,0.11917643,0.12415422,0.21062282
2736,shitlibs are purging the white males for criticizing hillary :,0.59863794,0.7501762,0.78668284,0.5569037,0.8052676,0.5045194,0.70409447,0.90215296
2737,show up * to * them . you're right though  guy's a cuck .,0.5835036,0.5533259,0.87267125,0.27274093,0.8654366,0.7407407,0.07708653,0.19770704
2738,since the invasion of diversity good white men have to be cops and not stem students . so diversity kill,0.5124461,0.5812869,0.52092034,0.48325893,0.34724936,0.14487675,0.8763936,0.8422688
2739,since u support trump your probably racist too like the rest of us deplorables !,0.61826205,0.23843174,0.79073906,0.23388205,0.11517716,0.023474058,0.0377487,0.4837357
2740,so  white lives don't matter to jews in nashville ?,0.43100753,0.43960556,0.48750502,0.43755284,0.31373882,0.16010873,0.33540303,0.8555392
2741,so  you're a black maga bro who is less concerned w / actual white supremac,0.5149511,0.44784614,0.65644497,0.28278518,0.3536638,0.14437698,0.10315538,0.85862046
2742,so by your made up def of race then anyone who criticizes a religion is racist . especially i slam . #urkiddingme,0.37360558,0.6856495,0.7088624,0.45761827,0.4905217,0.30203784,0.74840534,0.8626695
2743,stop anti white racism stop your hate we have a right to exist,0.42092466,0.35393396,0.4235951,0.2942361,0.19310932,0.07986834,0.24179861,0.7441352
2744,tfw you're neurotically trying to prevent a genocide while openly committing one of your own against white people .,0.45964533,0.43759653,0.57689446,0.35007566,0.2306993,0.13087155,0.55578387,0.77433574
2745,thanks for putting this picture up i'm a white male in south africa we are murdered in our houses becuz were white,0.45045215,0.39821005,0.4773327,0.35087207,0.34907547,0.16957405,0.6283755,0.8008965
2746,that banner you are holding  is invented by white people  even the clothes you are wearin,0.4151741,0.27694252,0.3243759,0.36961704,0.22376764,0.16796811,0.17811505,0.6350989
2747,that is not true ! hindus are theives they saw a white man show them,0.7212062,0.50610214,0.6239199,0.4458206,0.39961946,0.20802625,0.37613755,0.8625478
2748,that's because is a terrorist like antifa . she's is senile and a failure . stealing tax money .,0.62792164,0.2664434,0.7649721,0.23976007,0.17174536,0.04637276,0.13311948,0.31529734
2749,that's not what he was saying . women voting objectively caused white genocide / white demographic decline .,0.43275943,0.37957984,0.4404321,0.34134898,0.20095246,0.15299924,0.50046945,0.7681792
2750,that's the only kind of white male who would vote for clinton . is he gay ?,0.68288773,0.4870439,0.734651,0.25565857,0.49868578,0.34865138,0.10213829,0.8929605
2751,thats 5 white boys . thank you  but im black,0.37083253,0.29562256,0.32519567,0.37989596,0.26693374,0.2072757,0.18918271,0.68731225
2752,the antifa don't support genocide . you nazis do .,0.4151741,0.31779668,0.4387551,0.24100459,0.12698756,0.028776873,0.6088281,0.6275441
2753,the democrats let the moslems change all our books about them nice hug,0.39694545,0.3976964,0.33972955,0.5661364,0.31420037,0.13798296,0.37425584,0.7439763
2754,the fbi dir coney is a joke he loves to call white ppl racist but not a peep on muslims or black who are,0.630413,0.6353111,0.709457,0.51325935,0.35143286,0.18367593,0.29360574,0.89230263
2755,the klan is part off america i'm part off america they think is funny too peace out klan together . blacks kill we all do .,0.7663013,0.65995526,0.6419343,0.45925486,0.5230089,0.18337564,0.8388733,0.87969595
2756,the problem in the inner cities is not white silence but black violence . take responsibility for your actions and stop the race baiting now !,0.41950125,0.3561434,0.4487291,0.3798587,0.21845551,0.12116465,0.43717027,0.8008965
2757,the sky high crime rates in the black communities kill many more people than police or white racism . #ferguson #,0.4945446,0.49345005,0.5437464,0.3844564,0.31343567,0.10172613,0.76358354,0.8008965
2758,the us congress has condemned white nationalism . therefore  any white who stands for his own interest is an outlaw . think about that !,0.38261065,0.19368374,0.33095613,0.42045707,0.117738634,0.09754731,0.23308054,0.647648
2759,the violent ideology that threatens human life has to be stopped  where ever it is taught . if mosques  so be it !,0.2818683,0.37313095,0.3219104,0.2657382,0.21303509,0.08790742,0.7126993,0.51840234
2760,the war on white people is global ... they are attacking flags and statues all over the west ... and mass murder of whites will follow .,0.5810591,0.6135604,0.4837897,0.36248973,0.3138962,0.07663643,0.8763936,0.8574541
2761,the white european race and its age-old struggle :,0.28972426,0.32196283,0.30381754,0.50553495,0.29709342,0.21252099,0.2878485,0.57912785
2762,the white race is generous to a fault . non-whites take advantage of that all the time  then hate white people out of envy .,0.5818954,0.7639191,0.7163234,0.45437753,0.621651,0.24670053,0.54041684,0.94249576
2763,their lies to blacks are going to backfire . observing a rebellion in the black community against,0.57027644,0.5293738,0.68785954,0.33899915,0.49762416,0.124703676,0.2503772,0.87698615
2764,then get out here and procreate like rabbits  cuz so far your kind aren't . whites are now flirting with < 0 rate .,0.44750816,0.41371745,0.5129702,0.6748464,0.45473278,0.4747485,0.30101794,0.7451588
2765,there's laws prohibiting muslim immigration to united states let alone holding governmental positions ? not one served any ww or vietnam war,0.33341047,0.2570802,0.26645693,0.40049896,0.15672089,0.11006284,0.42103282,0.6350989
2766,they don't seem to understand western identity is white identity,0.23540631,0.2968093,0.35558483,0.26450709,0.23636858,0.107800595,0.22005016,0.7435833
2767,they probably think the religion was hijacked by radicals and not by the moderates :-) but it's a good start ..,0.2088965,0.09553494,0.15840419,0.19780016,0.06433765,0.057092078,0.07029541,0.47664914
2768,they simply need to enforce the border laws & reverse anti-white / anti-family propaganda . spencer's opinion is not realistic .,0.3063832,0.14490442,0.31065342,0.27654436,0.07415354,0.050380677,0.12628266,0.6350989
2769,this is the second time in american history white man is minority . america is not white man's homeland . go back to europe .,0.46621865,0.3468132,0.43368548,0.33193508,0.21869509,0.10707506,0.21558729,0.83366627
2770,this selfie is so white  i love it .,0.17173064,0.10995971,0.13359813,0.5200113,0.12578063,0.12853824,0.13811138,0.33545318
2771,this thing is crushing . feels like a big defeat  all sides denying #altright #viewsfromthenotsogreatwhitenorth,0.1785852,0.19044948,0.25346807,0.386682,0.24241899,0.20601822,0.30022252,0.19278872
2772,this video shows that sweden has far worse traitors than even our own homegrown secularists in india ...,0.43100753,0.4652397,0.68785954,0.50535846,0.3833412,0.2865071,0.30017638,0.6621918
2773,thousands of #amandablackburn cases are happening in every white nation and only white nations . #whitegenocide #tcot,0.5012814,0.36635083,0.49709594,0.43210363,0.3943826,0.17646547,0.20864382,0.73253304
2774,three cheers for for daring to stand up for a people who are targeted for the ash heap of history . #globalwaronwhites,0.16620636,0.38591337,0.50973326,0.34181005,0.3250176,0.11384398,0.42526904,0.6689688
2775,too many blacks in the south to leave . gotta cut it in half . you still can keep half . you're gonna lose them anyway . might as well make deal,0.5810591,0.5963502,0.56137013,0.434541,0.3200359,0.16836213,0.8154137,0.86276895
2776,treacherous  scheming jews bully germans into paying romanian holocaust survivors,0.7138269,0.75808537,0.69990885,0.3597611,0.5674691,0.16225125,0.8022684,0.8815157
2777,true . it's the white thing to do is help ur brother or sister out,0.3598433,0.12832072,0.25175717,0.2856121,0.14786692,0.1543986,0.1608405,0.47843453
2778,trump  the hammer  will be the one that brings down the anti-semitism laws . remember your trump vigor then .,0.22985287,0.12751351,0.2261585,0.39001396,0.08257932,0.062006373,0.30587167,0.27333748
2779,two million arab refugees are ready to invade europe . why can't the eu just close the turkish border ?,0.31714454,0.3382518,0.28185844,0.42073238,0.233113,0.1711373,0.5910012,0.6350989
2780,us white cop kills black man,0.7545523,0.75219494,0.6356477,0.32422438,0.5618236,0.14950156,0.9240295,0.92455935
2781,violent white guy ! ! !,0.77806646,0.7505005,0.62493384,0.50878155,0.4384502,0.2888376,0.8780858,0.9047819
2782,way more money sunk into white supremacy than racial equality . there is a cure for that ... and racist lies  too .,0.456592,0.35153046,0.68785954,0.4064828,0.18975075,0.07172344,0.14826798,0.7407659
2783,we are forming a group to infiltrate your white supremist . we are going to impregnate all,0.5363433,0.46886194,0.48816743,0.45098805,0.29008165,0.36593568,0.73073775,0.74561507
2784,we must learn from #history to be successful in our bid for #freedom #peace & #justice ( national-socialism ):,0.1894391,0.039511807,0.06221935,0.25928468,0.048051905,0.03920019,0.09350258,0.13197412
2785,we must secure the existance of our people and a future for white children ! ! #rt #whitepride,0.4254099,0.40944576,0.40900123,0.33504027,0.25702342,0.1784756,0.47755024,0.7990267
2786,we must secure the existence of our people and a future for white children !,0.4254099,0.30827054,0.2811191,0.2936998,0.18208598,0.10231558,0.27507934,0.6437245
2787,welcome to the republican party . it's just a few people clinging to their power positions . let's fire them !,0.44509158,0.26284465,0.22768219,0.26125973,0.114510305,0.06371126,0.8763936,0.29403946
2788,what anti-white leftists think about #brexit,0.39230084,0.4052944,0.54493713,0.2785725,0.26773152,0.08348917,0.2460524,0.8422688
2789,what do asians say ? what about transgender fat children ? how about lesbian motorcyclists ? why are you trying to balkanise the country more ? it's almost like you have an agenda here . identity politics will destroy the left .,0.5042868,0.36593103,0.6356477,0.30323508,0.2744787,0.3210008,0.32924893,0.8493844
2790,what evidence do you have that trump is good for white people ?,0.33341047,0.18585636,0.2895488,0.26986718,0.12431414,0.052826222,0.107875094,0.6245111
2791,what have black people contributed to science ?,0.5026305,0.24281998,0.399526,0.22622803,0.21933562,0.07195286,0.0736648,0.6947168
2792,what our race has lost : a look at the last of the aryans of asia | more : via,0.36805952,0.21249959,0.1953604,0.3269581,0.1874903,0.13910687,0.38738564,0.53578997
2793,what's even more interesting is how they pretend to care how many black people are killed regardless of who killed them . so phony !,0.5810591,0.6443333,0.71576065,0.28298348,0.37672195,0.03995382,0.8763936,0.8752941
2794,white genocide - quotes - part 2 via,0.452012,0.42104906,0.40140638,0.34514698,0.31110868,0.16923764,0.5240773,0.72785664
2795,white nationalists love marble statues .,0.355017,0.16543363,0.2787731,0.33215076,0.14764991,0.100279845,0.10549206,0.47769457
2796,white nationalists would make a far better and more liveable america  better than some multiracial sewer !,0.45045215,0.48008046,0.6571756,0.49721342,0.32599992,0.19923168,0.2755043,0.79956937
2797,white people are the majority of the democratic party . they just manipulate minorities . it's not a race thing . it's individual ideologies .,0.42092466,0.33851913,0.49624345,0.3254823,0.2903838,0.0897622,0.15103567,0.8001493
2798,white people are waking up and throwing away years of white guilt  that as been pushed relentlessly by the left . #antiwhite #ukip #pegida,0.50255704,0.41915983,0.5011873,0.34031215,0.3368909,0.22942305,0.2767814,0.8008965
2799,white people have started asking politicians  what are you going to do for white americans ? that's healthy and positive .,0.35010305,0.23825249,0.31478718,0.3059206,0.15836146,0.09846823,0.14109355,0.6804335
2800,white pill of epic proportions incoming : we are the unassailable future via,0.14283726,0.07528315,0.16379035,0.19546692,0.116621144,0.081214845,0.08996672,0.24718492
2801,white pill thread,0.22991583,0.09429385,0.17838815,0.17162006,0.16707715,0.13020395,0.06942843,0.2775774
2802,white resistance increases as minority status looms #swrm #white via,0.34466723,0.10371831,0.23656742,0.20475659,0.1684238,0.12369788,0.09204691,0.39579317
2803,white south africans trapped like frogs in boiling water as anti-white racial violence escalates #swrm #sa #africa,0.5535644,0.48669216,0.5269667,0.35832876,0.4191667,0.15298508,0.43496796,0.81667817
2804,white supremacy is a crime against humanity .,0.5031149,0.45598105,0.45136192,0.28713292,0.3051326,0.1284536,0.56587124,0.8008965
2805,whites can't be racist towards jews . jews have more institutional power,0.4151741,0.6132838,0.56832916,0.3887362,0.43483108,0.13354175,0.26414037,0.86239547
2806,whites kill for white supremacy terroristic ideology . highest body count,0.7257758,0.69318575,0.6356477,0.43463892,0.6166675,0.27142724,0.88038445,0.87698615
2807,whites tried to live in piece but indians kept attacking them .,0.42390585,0.41453043,0.36868978,0.35230598,0.2871014,0.15274493,0.75590104,0.7442002
2808,who snoopdogg kanyewest ? you all bet ' not be talking bout god ? ! faith peddling racist misogynists ! !,0.5818954,0.5439844,0.8453147,0.4022532,0.31750947,0.123135865,0.12435625,0.73056215
2809,why is it only white countries that are deemed to need multiculturalism ? why don't we deserve a homeland too ? white people are an endangered minority why is it ethical or moral to take their living spaces away ?,0.41523102,0.31197706,0.44012174,0.32348114,0.13732453,0.055340677,0.34360033,0.7749306
2810,why is merkel turning germany majority non-white in a generation ? via,0.32563272,0.209912,0.3019888,0.27736846,0.15003133,0.10109592,0.20995921,0.6805189
2811,without white people to support blacks  blacks would go extinct in 6 months . they are too d,0.7007861,0.7532785,0.68785954,0.4226962,0.55019265,0.1593295,0.764392,0.9234857
2812,y believe in the noble white myth that whites are a peaceful race that never,0.39230084,0.26370433,0.32820514,0.32931215,0.24914971,0.14930841,0.13177188,0.7278344
2813,yes we don't to be invaded my wife is white blonde and 2 mexican girl are trying to get her fired by saying she called them racist to hr,0.355017,0.35109934,0.41824782,0.5034772,0.27989855,0.26363203,0.4052455,0.6817839
2814,you aren't white ... go away,0.6662635,0.5853751,0.70199466,0.2912544,0.38561806,0.14832765,0.35809392,0.87964004
2815,you can't be a independent thinker and work for a jew . attacking white racial interests / cucking for israel is usually demanded .,0.46292964,0.5075555,0.5085543,0.4765326,0.4982735,0.38539708,0.63980484,0.8083326
2816,you had better believe it #altright #nationalism #pepe,0.15130237,0.08928963,0.12670192,0.24576141,0.11062608,0.10484521,0.13161033,0.18255049
2817,you know how to know spencer is a jew . just say so . then it's true . ta-da !,0.30487993,0.28568956,0.33833683,0.39150545,0.24156089,0.1259565,0.2121681,0.72761756
2818,you people are unable to  you need white people we don't need you . one way ticket to africa .,0.5958905,0.464974,0.6356477,0.24889813,0.34558743,0.077820174,0.16423538,0.807631
2819,you should see sm . towns in arkansas ; majority were white 70 %  blacks 25 %  other 5 % . now . white 45 %  black 20 % & mexican ( maj . illegals ) 35 % !,0.34388447,0.22560464,0.33529353,0.46045473,0.16492338,0.106577665,0.21955739,0.7228629
2820,you're right . trying to bow down to the jewish control and begging for ' white control ' is stupid . they,0.7627802,0.6349509,0.8615369,0.36351317,0.80445665,0.15720937,0.28567058,0.9042291
2821,zionist . you forgot the zionist . they hate whites . #whiteback #whyiswhitewrong,0.7060645,0.61174446,0.6052078,0.43108386,0.5090711,0.16313232,0.3426905,0.89785516
2822,zionists : marxists ; socialists ( like the dsa ) ? ! liberalist  globalist ... islamist  lgbt  & multiculturalism . nexus genocide of white people,0.6662635,0.59354335,0.6238574,0.5483185,0.33672544,0.20679815,0.6920555,0.84741443
2823,"""  """" : kkklanneed to report illegals contact ice 1-866- dhs - 2 - ice """" """" when my dad makes me mad """"""",0.39230084,0.17796922,0.40066066,0.4298669,0.16264984,0.086361416,0.12397957,0.48231202
2824,"""  """" a nation without borders is not a nation . """" """" - president trump #buildthewall """"""",0.1580154,0.11317623,0.24648967,0.35153607,0.1171912,0.11215424,0.072345026,0.2538892
2825,"""  """" hes a very good boy """" """" mt : seriously  wtf ? : gawker : let black people steal your iphone """"""",0.67902285,0.7638425,0.8151057,0.49831226,0.8516436,0.57241887,0.4445813,0.924004
2826,"""  """" hey kids  wanna replace white people """" """" """"""",0.54375964,0.49957407,0.47577485,0.43175742,0.28754127,0.1943607,0.5223994,0.77292335
2827,"""  """" white genocide """" """" ... bs """"""",0.5810591,0.57153517,0.59378994,0.4497064,0.54113734,0.25210387,0.5825925,0.8000122
2828,""" #antiwhite be like  """" white people in a group = holocaust """"""",0.6769488,0.46768543,0.47014046,0.35190842,0.27336237,0.119234174,0.28018257,0.8003983
2829,""" #jcot #tcot #jihad secular egyptian democracy lovers shouted  """" jew ! jew ! """" """" during their brutal ... via """"""",0.43275943,0.66386044,0.6656383,0.5787532,0.55963063,0.3162564,0.45468548,0.87039703
2830,""" an epic win for westren civilization !  """" django unchained """" """" was horribly racist and anti-white . """"""",0.5810591,0.43471584,0.65006703,0.4275509,0.2935407,0.15569553,0.18608145,0.74467236
2831,""" be an  """" anti-globalist  """" """" support globalist agenda of mass immigration  open borders  genocide of whites . """"""",0.5031149,0.5007903,0.4513851,0.33995378,0.28734308,0.10353375,0.7337009,0.8008965
2832,""" caller  """" whites will never get anywhere without jew leaders """" """" - nobody disagreed . at 45 minutes """"""",0.42234805,0.38516918,0.48150313,0.4426122,0.30786344,0.17524336,0.27405193,0.8024179
2833,""" gens alba conservanda est = latin for  """" the white race must be saved """" """" """"""",0.41950125,0.37565383,0.42668587,0.5189601,0.30682564,0.2206416,0.31833375,0.7084258
2834,""" gob bluth stabbed by white power bill :  """" white power  """" """" """" """" ( but ) i'm white . """" """" """"""",0.5174561,0.2236869,0.22313555,0.41557732,0.1466623,0.20293893,0.576582,0.4674407
2835,""" gotta be a lame joke . like  """" nonviolent jihad """" """" ( oxymoron ) is okay ... """"""",0.4254099,0.33511955,0.660731,0.44824952,0.31229442,0.26519686,0.11782693,0.468121
2836,""" has that silky smooth voice .  """" huwhite people """" """" """"""",0.45353866,0.25764236,0.33203903,0.61212766,0.21014497,0.19932097,0.20045719,0.5358628
2837,""" hey bud  you forgot to credit yourself for screaming  """" we hate white people """" """" . we were standing right next to you idiot #liar """"""",0.88651687,0.7639829,0.9481788,0.27824554,0.8097249,0.144024,0.33566913,0.9234571
2838,""" islamic state outside white house :  """" we are everywhere """" """" """"""",0.2712817,0.09046136,0.15023598,0.2680914,0.08160007,0.058330104,0.08943752,0.41340652
2839,""" lower iq and the resulting aggressive behaviours  inability to learn complex sciences  inability to self-reflect (  """" kangz """" """"  etc ) . impossible . """"""",0.39230084,0.060331345,0.25406376,0.21022603,0.038615566,0.03335699,0.056413174,0.07918098
2840,""" otherwise you hear these same black people . that are ment to represent you ... say you are an  """" uncle tom """" """"  race traitor and you know what els """"""",0.5958905,0.60859495,0.7881447,0.34508616,0.47923347,0.19670673,0.26500395,0.9027808
2841,""" people who call #donaldtrump a  """" racist """" """" need to examine #barackobama furthe """"""",0.39694545,0.26263168,0.45607424,0.26640493,0.194975,0.07584595,0.07106571,0.58523935
2842,""" rt  """" day of judgement wont come until muslims fight the jews ... there is a jew behind me come and kill him . """" """" hadith book 41 """"""",0.5958905,0.8460703,0.65068954,0.57302254,0.6222302,0.38705903,0.9740376,0.93573165
2843,""" rt 93 - year-old german camp cook arrested by zionist authorities for  """" mass killing of jews """" """" va """"""",0.39230084,0.67149085,0.516659,0.49736053,0.4887114,0.20339578,0.8763936,0.8422688
2844,""" rt :  """" i live in belfast ireland . i am an indigenous white celt . every week i see more and more non white """" """" 911 h ... """"""",0.2712817,0.2437357,0.31513783,0.53563154,0.28971678,0.27426767,0.27143627,0.5843244
2845,""" rt : 110 % correct .  """" the democrat slave party sucks ! """" """" #maga """"""",0.7740273,0.6485766,0.88638103,0.36932346,0.8056549,0.48229384,0.264385,0.6350989
2846,""" rt : sadly  muslims are like walking timebombs ! smiles  kindness   """" we love america """" """" then boooom ! #peace """"""",0.46457416,0.35796052,0.5807818,0.5015658,0.30980316,0.16803685,0.19691284,0.8008965
2847,""" rt another jew pretending to be white to lecture us about  """" racism """" """" - these people need to be deported to israel """"""",0.5810591,0.6892278,0.660731,0.52897906,0.5089738,0.18723515,0.65928274,0.9041993
2848,""" rt antifa idiots turn on each other .  """" you're white  you're inherently racist  it's in your blood  it's in your dna . """" """" this warms my heart . """"""",0.8269591,0.7536091,0.9091764,0.5202269,0.7788665,0.38651705,0.49015817,0.87698615
2849,""" rt back from israel  where you see  """" that inner freedom  that simple dignity """" """" of """" """" people who remember their heritage & are loyal to their fate . """" """" """"""",0.2298686,0.10850689,0.19281529,0.37746972,0.11705561,0.07203846,0.084086075,0.4031063
2850,""" rt berlin : muslims chanting  """" allahu akbar """" """" & """" """" jew  jew  coward pig """" """" . hitler would be proud . #trumpaddress #jointaddress """"""",0.8269591,0.74570465,0.9075889,0.37480667,0.7039957,0.19850479,0.24261719,0.92455935
2851,""" rt i enjoy these swift narrative reversals media executes between  """" america was founded on white racism """" """" and """" """" america was founded on diversity """" """" """"""",0.28948012,0.3323979,0.4531099,0.56108123,0.2853582,0.23213139,0.2740883,0.68012697
2852,""" rt john friend's blog : the  """" holocaust """" """" as a psyop """"""",0.22775516,0.43004626,0.45327333,0.45127866,0.3596587,0.23212202,0.56288844,0.5906173
2853,""" rt they couldn't make their message more clear :  """" we are trying to replace and destroy white people because we hate you and what you've built . """" """" """"""",0.5550837,0.5584762,0.5554236,0.35129374,0.32866597,0.13119495,0.7603043,0.8632592
2854,""" so are all white americans going to be called  """" borderers """" """" now ? """"""",0.34684154,0.4589417,0.48617733,0.43101102,0.28902993,0.17079884,0.3241474,0.74591905
2855,""" sooner or later  american  """" patriotism """" """" will die in the south : """"""",0.4254099,0.39269963,0.30146128,0.3934448,0.16936117,0.045098245,0.8763936,0.47396407
2856,""" the white race you speak of seems hardly worth preserving .  """" foisted on it by """" """" ? ? ? either they wanted it ... 1/2 """"""",0.4151741,0.28154314,0.33669057,0.46948525,0.23106842,0.19220129,0.20328629,0.68781805
2857,""" via national review : white working class towns  """" deserve to die """" """" """"""",0.6777893,0.6775417,0.5354057,0.34756207,0.33327162,0.096562676,0.92843693,0.8008965
2858,""" yes  black women do tend to  """" choose life """" """" more than white women . black women are not your """" """" worse enemy . """" """" """"""",0.44805592,0.3462861,0.5690722,0.32599518,0.20072989,0.15864615,0.057666905,0.83683586
2859,""" you brought up race . i didn't . you claimed our pro-freedom ads were  """" racist . """" """" it's """" """" racist """" """" to resist jihad terror ? """"""",0.44805592,0.22409302,0.36590698,0.35243532,0.15481374,0.063898444,0.12092131,0.58523935
2860,""" you can't  """" unify """" """" with people who have been actively trying to kill / replace you and your history """"""",0.36805952,0.2748572,0.22340661,0.19818348,0.16207874,0.047321353,0.80280125,0.21791355
2861,""" you're lying brazenly & you accuse us of  """" hate """" """" ? it is not hate to oppose jihad terror vs . ahmadis """"""",0.44670263,0.22327267,0.56619716,0.22829543,0.2024467,0.078120396,0.13751398,0.3897023
2862,#antiwhite definition of bigot : someone who objects 2 a black burning a white child 2death  the black being just a victim of white racism,0.7344555,0.719437,0.70199466,0.4600956,0.509048,0.27999172,0.8763936,0.9230918
2863,#charlottesville #unitetheright & starter pack,0.02792408,0.04977051,0.09819409,0.23142812,0.13719268,0.14011963,0.07980644,0.072964415
2864,#cuckservatives lack the moral courage to confront #radicalfeminism & #lgbtq,0.5024423,0.5511375,0.70199466,0.351059,0.64098877,0.5461827,0.23554659,0.8008965
2865,#powerdivision of the #liftwaffe marches on ! the crusade against bugmen continues with a 275x2 strict press !,0.15276173,0.040221218,0.06676046,0.3922023,0.032357834,0.053075008,0.12742595,0.07832101
2866,. : ' sentencing reform ' bill rewrite will release illegal alien drug traffickers via,0.22986074,0.11568551,0.26661408,0.30618602,0.08657299,0.07077892,0.26533452,0.21857022
2867,. clearly lgbts too stupid to know difference between psychotherapy & religious prayer ! ! #tcot,0.8831064,0.524477,0.895227,0.20345944,0.52661496,0.09124103,0.0876112,0.8043074
2868,. jeb cares about mestizos ( like his wife and kids )  he seems to loath white people .,0.61826205,0.5525769,0.660731,0.55746484,0.42454985,0.47207576,0.4090615,0.8541408
2869,. there is dangerous power in using ' scientific ' findings to undermine gay marriage,0.46292964,0.3191311,0.4873715,0.154231,0.33753073,0.15470828,0.18572867,0.8760579
2870,... criticism as islamophobia and / or racist abuse because you are scared .,0.31682462,0.23676495,0.46231824,0.36848637,0.09122334,0.09968495,0.1576139,0.5296172
2871,002 no country for white nationalist 2016-9- 20 by race and nation #fascism #nationalsocialism #altright #whitepride,0.42315382,0.34310675,0.3820661,0.29398203,0.27338636,0.12696807,0.30205458,0.71709293
2872,186 kurdish students kidnapped by isis in northern #myjihad islam muslims modi bjp #swamyvsgandhis,0.26817688,0.58493084,0.4703848,0.47500476,0.4311159,0.19144905,0.73823345,0.8008965
2873,1up  are you seriously calling tucker carlsonna white supremacist ? you are way losing all credibility here  my friend . what are you trying to accomplish ? 1 ) spread hate & division among races  or 2 ) make america a better place for all children to grow up in and thrive ?,0.37954164,0.2568536,0.50867695,0.37671548,0.12799518,0.05947064,0.3032357,0.68538535
2874,: #perfidiousalbion the uk has effectively given up trying to stop jihadists from being created,0.37221906,0.24997267,0.29979047,0.34122193,0.27529758,0.15070614,0.33427545,0.57415026
2875,: . hopes the white race will disappear - not racist ! those who complain when a muslim g,0.7060645,0.51439,0.5067325,0.45501098,0.32378247,0.18135016,0.4427824,0.8422688
2876,: i have done my understanding . it a about jihad . done . lesson over . doesn't take a genius .,0.22157386,0.046620794,0.093564786,0.2589506,0.07877715,0.07356832,0.12526104,0.12156836
2877,: it is in white people's interest to support iran and syria's war against isis and globalist-semitism ( israel,0.34684154,0.37102345,0.42421386,0.41413054,0.26548222,0.13519804,0.5977216,0.74380445
2878,: kkklanneed to report illegals contact ice 1-866- dhs - 2 - icewait i just saw this too this is horrible and disgusting wtf,0.7007861,0.58222294,0.734651,0.37413022,0.7758372,0.17991559,0.23374167,0.60043985
2879,: more diversity in obama's america : white couple brutally beaten by racist negroes for no reason,0.650189,0.86044365,0.895227,0.4063823,0.8265087,0.2995412,0.8763936,0.95402986
2880,: video : czechs pledge loyalty to homeland and the reich ( 1942 ),0.17380224,0.11820443,0.116482764,0.2890291,0.13894285,0.14155208,0.32573932,0.28531468
2881,<--- founded by a white spastic who hits women .,0.59863794,0.5656849,0.65272915,0.4546587,0.31031224,0.20411772,0.7057811,0.8422688
2882,[ video ] how jew's are exploiting fashion conscious white girl's - - dr . william l . pierce via,0.39206567,0.53531516,0.6034585,0.67506593,0.5353044,0.3848703,0.61684984,0.80418724
2883,aint that america : how witchcraft empowers queers and trans people : it ain't that great anymore,0.47762036,0.5765078,0.70199466,0.30538285,0.6927823,0.4345379,0.24485056,0.8730623
2884,allah of the muslims is not my allah .,0.30487993,0.33856264,0.28192762,0.25696972,0.18991973,0.095301956,0.23876157,0.69674647
2885,allowing more potential criminals to add to existing ones is racist ? did you misunderstand me or the meaning of racist ?,0.29163063,0.10424396,0.3235106,0.1937655,0.073810354,0.02128539,0.045403674,0.39775053
2886,america's pro-white movement needs to understand that the elitists  ceos  politicians  only see one color : green for #greed #corrupt #evil,0.4945446,0.2824346,0.6129003,0.37821916,0.2513944,0.13954419,0.23933691,0.7152548
