text,toxicity,severe_toxicity,insult,flirtation,profanity,sexually_explicit,threat,identity_attack,,,,
"""“Only in America do you get paid tens of millions of dollars to play football, disrespect our country and President, then parade in front of the media playing the victim.�?""",0.12888865,0.025155751,0.10304431,0.21820106,0.014911796,0.013782831,0.028877864,0.09042736,,,,
"""I've never seen the sense in the #swimsuitcompetition. If women are to be judged purely on looks, then it makes sense, but then why bother with asking them questions? Just to give the #MissAmerica gig some credibility? """,0.11407687,0.06498427,0.2082935,0.27948657,0.044598777,0.036373645,0.05821321,0.40313184,,,,
"""Uhh, Billy.. that doesn’t make me feel any better about our future. The whites in all those places are wiped out now due to the brown horde.""",0.47246054,0.30477646,0.445748,0.43066847,0.24285953,0.18527627,0.45654097,0.71382535,,,,
""""""" We appreciate all you've done for us, but your a slave now, that's just the way it is in the Wonderful World of Islam.."""" """,0.44820568,0.31838936,0.44903922,0.26444218,0.17435913,0.095633954,0.22494172,0.7290825,,,,
"""Regressive liberals checking their brains at the door in order to not get the fake label """"islamophobic"""" go to greater & greater lengths to be multi-cultural...having no idea what the globalist leadership has in store for them... """,0.39230084,0.2636724,0.530645,0.4179941,0.11333411,0.13594787,0.23110725,0.6350989,,,,
A motive is a reason not a how. ,0.012703137,0.029833196,0.05537886,0.17825677,0.05055999,0.05257715,0.0728533,0.07160699,,,,
> A guy at my work hired a black woman and a pajeet woman instead of many more capable white men  ,0.57027644,0.45155665,0.5699137,0.5300189,0.2606632,0.22555868,0.35718232,0.83941805,,,,
"""It's scary to see merkel let greed as EU leader and UN globalist advocate makes her blind, deaf and DUMB. She's probably the most individual responsible in causing chaos in this world after the US devil moslom got off his reign. PRAY GOD SHINE LIGHT onto THIS WORLD!!""",0.6769488,0.2869757,0.7492636,0.30237862,0.22484902,0.056520324,0.1418839,0.34167987,,,,
They want to hide the superior and display the inferior. It is 1000% envy.,0.22977416,0.10746855,0.293703,0.29353464,0.14275056,0.04669278,0.23329298,0.14607073,,,,
Why should it be a surprise he registered as a Democrat?,0.037881445,0.015065395,0.04341072,0.31069866,0.01386193,0.025515815,0.041769147,0.04486837,,,,
"""I have reached that stage in life when the next person that tries to tell me _Green Day_ is """"punk"""" is gonna get a broken bottle in the eye. """,0.37221906,0.15571973,0.22428407,0.3439439,0.13436903,0.098963656,0.34060854,0.14098011,,,,
Dear Teresa May (Skanky heifer)  ,0.2936093,0.080341704,0.17058903,0.3541736,0.11413994,0.10183592,0.12447692,0.09675432,,,,
I work at a grocery store and see this all the time. What really pisses me off is that all are able bodied white people. We need to eliminate EBT/SNAP cards (what used to be food stamps) unless a family really needs it as short term help.,0.456592,0.46979392,0.47388363,0.41640562,0.42737374,0.12597273,0.70548755,0.7463771,,,,
"""The plump professor who was an FBI operative, was arrested in 1994 for cocaine possession. Funny, the entire matter disappeared. It's who you know.""",0.119228795,0.043466464,0.21769792,0.38343665,0.03373764,0.024092168,0.11684421,0.06009782,,,,
You didn't answer my questions. What truth is your religion based on? Do you believe in the unity of God?,0.05253629,0.035049215,0.06788721,0.12358708,0.026725167,0.013108409,0.0190137,0.29766497,,,,
"""Peaceful verse from the religion of peace.  #Quran (8:12) - """"I will cast terror into the hearts of those who disbelieve. Therefore strike off their heads and strike off every fingertip of them"""" """,0.4945446,0.6083077,0.39332306,0.28459543,0.18726474,0.09631909,0.91432226,0.6866035,,,,
Doesn't change the fact it was a waste considering what Europe has become.,0.1530536,0.035513036,0.1411719,0.20714676,0.04949083,0.028168796,0.06048788,0.1296189,,,,
"""For any of you who live in Niggerville, this is probably more effective than a Taser (go to 08:30) """,0.54375964,0.6843518,0.7946488,0.3551331,0.71911204,0.19862667,0.37359625,0.9037198,,,,
The 100% TRUE Definition of Libtard Children!!!,0.355017,0.27337143,0.48571396,0.372225,0.2915682,0.11049044,0.32312757,0.21805777,,,,
"""platonism, eh?  but then you give independent existence to concepts and abstractions (divine things).  but these require minds to conceive them else it doesn't matter whether they """"exist""""; and minds are made of material stuff.  i mean, can't one IMAGINE onta that cannot be REALIZED?  imaginary vs real.  well, i'm not much of a philosopher.""",0.08689302,0.065840214,0.17950918,0.3313313,0.0581224,0.04528052,0.07227253,0.12646988,,,,
Looks like the #BlueWave is off to a great start! #Democrats2020 🤣🤣🤣🤣 ,0.04543531,0.03179891,0.066562355,0.37865633,0.030928604,0.04062823,0.076418824,0.07400881,,,,
Close relationships with the Hag are dangerous: liaisons dangereuses,0.29021257,0.06505311,0.16193458,0.25508106,0.0957552,0.067896985,0.18715073,0.23027624,,,,
"""Austria to close 7 mosques, expel imams in crackdown.  Its about time.""",0.35756677,0.123370215,0.17008168,0.45190245,0.08094366,0.096030094,0.35650554,0.31032985,,,,
"""For every side, they ( feminists and communists, Trotskyists) want to show the paedophilia is an ill not a crime and turn sex with kids a sexual option. misinformation like this text is just part of the plan.For me, fire is fire""",0.5810591,0.6826166,0.5755168,0.75608873,0.61574596,0.92006356,0.76759195,0.7201191,,,,
Facebook employees are cephalopods ...  ,0.50994116,0.030735834,0.089701295,0.36911675,0.038940404,0.06384586,0.04706673,0.05524724,,,,
Facebook doesn't care about your security. This is worse than incompetence. Is it too expensive to hire a real test engineer? ,0.31682462,0.074238114,0.59167653,0.23877771,0.08035874,0.013447457,0.07426865,0.051517475,,,,
https://cis.org/Report/25-Million-Join-Illegal-Population-under-Obama  ,0.048868883,0.024788167,0.075737864,0.37847924,0.014341841,0.044114474,0.03965651,0.12160605,,,,
Exactly! Old Buzfeed Ben conveniently forgot about those details. There is no amendment that allows reporters to break the law if they hate the duly elected president. The #ComplicitMSM is shameless and panders to the low info crowd.,0.30337667,0.09876095,0.5298758,0.26329517,0.080476746,0.025854193,0.054027073,0.15917225,,,,
"""Reminds you of Shrillary, wearing the pantsuits in a myriad of colors. Sociopaths unite!""",0.5810591,0.24151659,0.6390727,0.4425921,0.2749561,0.10844741,0.09110736,0.28953546,,,,
Any surprises?  #AGSessions still in place he's a friend of #touchiefeelie #JoeBiden the groper of children ! You don't think he knows nothing about the abuses? May be is right in the mix as chief executive of the groper #pizzapizza group!,0.29756662,0.14283545,0.4536184,0.4249726,0.085736066,0.08393023,0.12571931,0.13619523,,,,
He Sorros is an insult and disgrace to the Human race,0.7138269,0.541753,0.79457206,0.3121717,0.509009,0.23508267,0.29715046,0.6663579,,,,
The only way they can sell their narrative is to hide it.  Devious and sneaky.,0.28948012,0.04948693,0.14546517,0.2354866,0.07310279,0.050321627,0.12733738,0.08194616,,,,
I am sitting in a Coffee Shop in San Francisco and posting to Gab.  It's dangerous doing this in enemy territory.,0.1510105,0.03826684,0.11129104,0.30658698,0.037986934,0.035838243,0.12860745,0.06566455,,,,
Part 2 of 2. Breitbart is mainstream zionist-shilling pieces of shit. ,0.78018236,0.68399984,0.8453147,0.36789316,0.95525306,0.15900254,0.26519278,0.66533476,,,,
"""Will this be just another """"Dog and Pony Show"""" like Comey's email investigation ? How many Dem Committee people will lie and take a hit to protect #Hillary and #Wasserman? http://a.msn.com/01/en-us/AAypQtD?ocid=st""",0.2712817,0.118249856,0.37258863,0.50157356,0.1397766,0.06753335,0.24640524,0.16223319,,,,
IF THE BRITISH PEOPLE DO NOT REVOLT AGAINST THE GLOBALIST IN THEIR GOVERNMENT THEN UK WILL BE A MUSLIM COUNTRY IN 10 YEARS,0.4497033,0.7475579,0.66593593,0.4025938,0.50898856,0.14451659,0.7840563,0.9238335,,,,
Idiot John Cusack Tells People To 'Hit The Streets' Against Trump (FULL) - YouTube https://www.youtube.com/watch?v=D2t0EdF9iJE,0.6809553,0.6266024,0.9325721,0.3877538,0.61958176,0.123991735,0.4314925,0.48611763,,,,
"""Based on Justin’s false statements at his news conference, and the fact that Canada is charging massive Tariffs to our U.S. farmers, workers and companies, I have instructed our U.S. Reps not to endorse the Communique as we look at Tariffs on automobiles flooding the U.S. Market!""",0.08850401,0.029136475,0.105383925,0.3711691,0.02066022,0.023172084,0.033352718,0.09315022,,,,
those who see Melania Trump in a negative light because of media are lower mental cats,0.52368855,0.27933174,0.80613285,0.17872699,0.1958625,0.036907908,0.1106955,0.4310751,,,,
You have officially been jewed.,0.33600304,0.46605018,0.4623551,0.5378797,0.37166095,0.2710677,0.37719393,0.7319876,,,,
"""There's this difference, though: the Jews' self-conception, if what you say is correct (and I suspect it is), does not lend itself to critique in the way that most colonialism does. The Romans, the English, the French... whoever... had a positive conception of themselves as having brought forth a certain kind of society ON THEIR OWN SOIL (sorry about the caps, but @a took my italics away). The Jews, meanwhile, see themselves as improving others by subverting their native culture. The Indian, the African, etc, had at least the option of saying """"this is not how you told me an Englishman was to behave,"""" holding the colonizer to his own model. """,0.2885035,0.10992512,0.22709858,0.33441827,0.11759546,0.07410103,0.085081495,0.53305477,,,,
Just in time for the Antichrist's NWO Mark and Money system!,0.2818683,0.20001534,0.46205363,0.3482981,0.22110121,0.0654301,0.15837926,0.48017034,,,,
They are all getting exposed for who they are!,0.045778666,0.027510002,0.06593265,0.2720229,0.033714134,0.051565547,0.06997083,0.052732598,,,,
McCain joins Democrats in supporting tariffs on American products but none on foreign imports. They rabidly support gutting America's manufacturing base & turning small town America into nothing but ghost towns. These treasonous weasels hate America. They want us weak & easy to defeat. How do they get a SINGLE vote in America anymore? ,0.42631236,0.22717115,0.6356477,0.3738107,0.089249775,0.041818995,0.15613827,0.54074115,,,,
"""Damn. International diplomacy via Twitter shitposting just got even spicier. """"Meek and mild"""" yee-ouch. https://kek.gg/u/5cdX""",0.5363433,0.5419838,0.70199466,0.63041294,0.8672131,0.30505446,0.26849467,0.96805567,,,,
Look at the Jan 2017 and then 2018 video from Soros in Davos.  Same clothes and same words.  So did he die in 2017?  Of course his $$$ in a trust where the sons can still use it for evil!,0.229845,0.1959021,0.38118783,0.43051645,0.19592527,0.09375192,0.44524255,0.09186755,,,,
the last person who said that was Garry Burns who's videos you host. Why do you host a pedophiles videos who threatens to rape / sodomize murder anti-pedophilia activists? Why are you on team child rape? https://twitter.com/StopBoylover/status/1005460451046539265 https://www.youtube.com/watch?v=zB0pxOMoJ04 ,0.5363433,0.59034663,0.64303887,0.633182,0.34638146,0.8478105,0.765554,0.6623613,,,,
"""We live in a world of soft men and hard women, of lazy elites and hard-working poor. Our society is, at once, both upside-down and backwards. And yet, through it all, we have God as our anchor and the ultimate Judge, who sees the truth of our hearts and sets justice in place - if not today in this fleeting world, then certainly in the grand and cosmic tomorrow.""",0.21036349,0.11561292,0.30617142,0.40650266,0.055825163,0.08146192,0.07525463,0.2941229,,,,
"""Larry Nichols former Clinton insider, interviewed by Jason Goodman @csthetruth today. Listen/Share, Join Larry's team to help save America. Join his conf call M/W/F eve. More info Nicholslive.com """,0.010551238,0.029856773,0.10760341,0.33716026,0.041361775,0.027203478,0.03541941,0.053287968,,,,
"""Trump knows what he's doing. Europe """"allies"""" have embraced the caliphate, and have become our enemy. No way should we allow such an incredible trade deficit to finance their march straight into hell. """,0.36944604,0.3201277,0.5648548,0.48045236,0.3629186,0.1201671,0.34927085,0.47890985,,,,
"""Suicide prevention is a great cause, Bourdain and Kate Spade did not commit suicide. Take a closer look at Anthony Bourdain's recent tweets re visits from Hillary Clinton's goons. Calling card: Suicided And they both were connected to Luciferian/ satanic/occult activity. Asia &father Dario Argento (Bourdain) and Bronfmans (Spade) """,0.32304016,0.22859216,0.45748535,0.37097943,0.1787208,0.036516663,0.6215428,0.20402598,,,,
"""All you have to do is look at Joel Osteen's church to see the mindset of many """"Christian"""" churches in America today... classic Jew infiltration.""",0.31693128,0.35276133,0.49574378,0.41884246,0.31223837,0.15089837,0.13236405,0.7979403,,,,
i used to favor Free Trade until i saw all the trash that came with it,0.49835235,0.20352937,0.37857786,0.33533305,0.29988003,0.18332297,0.26568183,0.13206655,,,,
"""Islam in its most honest, totalitarian form. I surmise there won't be any Monty Python skits or movies about this. """,0.19716066,0.12354087,0.19612996,0.2973081,0.10517084,0.07255252,0.1074355,0.58523935,,,,
Pride backwards reads AH DERP!,0.13879937,0.0677101,0.14278704,0.32616058,0.07909275,0.095844835,0.10613541,0.08475415,,,,
And to her all those who voted for him say...   BWAHAHAHAHAHAHAHAHAH Call Hillary and you 2 get some cheese to go with that whine.,0.40636617,0.11814698,0.5685993,0.3888305,0.085242845,0.17474784,0.07727605,0.11647297,,,,
"""Don't underestimate them, remember this is how the Jews kicked off the Bolshevik revolution and genocided 60,000,000 Russians.""",0.3490159,0.4327352,0.4646251,0.35190156,0.31262094,0.13211358,0.7323456,0.8008965,,,,
"""Trudeau, at news conference his fake eyebrow came unglued and was just hanging there, both hilarious and creepy. What guy shaves his eyebrows?""",0.42390585,0.20523375,0.6356477,0.49657825,0.077690534,0.11833293,0.36572075,0.088352226,,,,
I'll refine the premise: knowingly sadistic people. Muslims are just brainwashed twats.,0.7740273,0.8056145,0.8462401,0.5218574,0.7834029,0.5792659,0.5051664,0.9399891,,,,
"""Bottom line is, Catholics have been the """"enemy"""" in This New Land since the early 1600's. Still lots who abhor us, and will say/do anything to destroy the Faith.""",0.33859563,0.17145397,0.30930012,0.30059302,0.0670595,0.051742513,0.33569193,0.5964025,,,,
Must not have been too secret if they're naming names in an article 🙄,0.014646785,0.014553869,0.030272271,0.18156166,0.019619621,0.022269698,0.045872398,0.03764529,,,,
"""That is why the left is focusing on that. It is an attempt to distract from the more important issues. (Seriously, who cares if they have information to let them target you with more relevant advertisements?) """,0.11600884,0.029211095,0.09646093,0.33746657,0.023081746,0.031459846,0.14751644,0.06833634,,,,
"""To those old enough to remember a time when homosexuality was still not considered normal, it is impossible NOT to see that these arguments are EXACTLY the same ones used then.   The basic liberal idea -- that because something exists it ought to be tolerated or even met with approval -- is fundamentally evil.""",0.37083253,0.08974129,0.30992493,0.15915585,0.1123758,0.09250192,0.070260465,0.6844264,,,,
"""Maybe DNA should be done on immigrants. So Islam can pay back reparations for European  individuals taken as slaves in the past. If the Pope said this. He is a traitor. Why does he try saving other Christians? And have them reproduce. By the way, we don't see him paying for the child support, etc.""",0.47246054,0.41260952,0.71487325,0.43921947,0.14447534,0.115055814,0.31560627,0.7743839,,,,
"""Liberals claim its bad to talk with a dictator.  They claim it's bad to talk with Kim or show him respect.  It's called """"FACE""""  Funny how liberals claim to be all about diversity and multiculturalism yet they know nothing about negotiation or Asian culture.  #Trump #Politics #News  #Korea  @a """,0.355017,0.14566599,0.44817945,0.398827,0.14960773,0.052587155,0.11413367,0.4174911,,,,
Jews are not the only authoritarians.,0.3609816,0.48460972,0.62445235,0.25716057,0.36726978,0.119889416,0.241277,0.8422688,,,,
😂😂 useless cow needs putting down !,0.7007861,0.34489858,0.7980301,0.34054494,0.39584062,0.13353656,0.34194478,0.18692994,,,,
Caption ( i traded our nukes for KFC,0.16151784,0.1548192,0.09055541,0.27209166,0.11387824,0.083955415,0.60417765,0.21982835,,,,
They even told us this was going to happen but people didn't listen... why conquer a nation with the sword when you can do it through #migration?  #Islam #muslim,0.1943727,0.37238586,0.31686312,0.30448478,0.21229048,0.072582364,0.48082885,0.74428815,,,,
"""Little brains, Little sense, Little skill!  Vote Little 2020!""",0.4151741,0.10204499,0.4737593,0.5614381,0.09680297,0.058705103,0.088836186,0.10229532,,,,
"""5. Question #2 Has the Liberal #Blaxit Movement spoken to any American or African immigration attorneys about this matter?  Question #3 Is the Liberal #Blaxit Movement seeking dual citizenship or are they voluntarily, by free choice applying for foreign nationality with the intention to renounce their American citizenship?""",0.0717155,0.015989885,0.05874086,0.35496154,0.012949766,0.018380996,0.022316463,0.10541856,,,,
Just like a weight lifter on steroids. Your so focused on one thing you lose sight of what's important. 😎👍,0.1256687,0.060321223,0.22422636,0.4040097,0.07617838,0.0685547,0.076715015,0.06964118,,,,
Freakin A man.  I believe a normal human mind would encourage any peace talks.  I wonder what type of cumulative mind the media has?,0.26589394,0.255598,0.47985607,0.4677956,0.3016438,0.10339974,0.27166516,0.24530931,,,,
"""(((Pinker))) identifies three aspects of the dominant (flawed) view of human nature: The blank slate, the noble savage &  -the ghost in the machine (each of us has a soul that makes choices free from biology)  That third one seems have survived our transition to post-Christianity. And whatever advantages it may have, it doesn't help with race realism.""",0.25676212,0.10135751,0.1612291,0.29795906,0.11549556,0.04333151,0.11583287,0.42091778,,,,
what is ramadam rage for 100$ Alex.  nothing to do with islam ... http://www.breitbart.com/london/2018/06/12/muslim-threatens-weapon-shopkeeper-allahu-akbar-belgian-city/,0.17034957,0.21924546,0.30820805,0.389858,0.14732018,0.081775025,0.3229996,0.5865745,,,,
"""Probably the raptures.... All the satanic child murders done by the globalists.. I've noticed an uptick in natural disasters  which the globalists in the EU are trying to blame on global warming ..god is trying to tell us something.. I wonder if people like Soros, UK govt etc fear dying because of their human right abuses.. """,0.31639808,0.3263543,0.44795334,0.43946558,0.26434168,0.1489024,0.5035472,0.57727766,,,,
I think Trump takes bigger dumps than all of DeNiro after a McDonalds binge.,0.37221906,0.2843495,0.70199466,0.39923495,0.30761808,0.2357397,0.17046559,0.2887032,,,,
Please tell me how the Tesla car and dummy made it through the thermosphere without melting? I’m guessing you haven’t done much research yourself? ,0.15188612,0.061708815,0.44314188,0.18083963,0.1479469,0.03951219,0.06299187,0.05190129,,,,
"""Is Nancy Pelosi a secret agent for the Republican Party?  Her latest outburst, shows them to be remarkably out of touch with average Americans and underscores the poverty of their competing platform.  """,0.1510105,0.034148596,0.1526671,0.46395966,0.01833896,0.042722717,0.06283082,0.11128345,,,,
"""I walked past Wolf Blitzer at the DC Metro station once. I wish the Fake News mantra had existed then, 'cause I would have shouted it at him... :)  http://www.breitbart.com/video/2018/06/13/cnns-blitzer-we-are-not-enemy-american-people-we-love-american-people/""",0.0669207,0.07970371,0.22892295,0.53016996,0.07451303,0.05573189,0.17333199,0.17307824,,,,
"""Blue checks like her say whatever they please. But I was locked out for saying """"Tranny"""".  Twitter is nothing but a Blue Check echo chamber.""",0.34388447,0.12582532,0.23935108,0.3155663,0.19195846,0.14711094,0.18187231,0.28608704,,,,
"""Bring ladders to scale walls, tarps to cover barbed wire, rebar to subdue police and bolt cutters to open gates. Pro tip: larger mosques invariably contain a stash of modern combat weapons; storm and seize them.""",0.21804169,0.12837039,0.117034934,0.46249515,0.07733534,0.08488277,0.5178845,0.22334084,,,,
Social Psych Report: Frisky Dogs in Parks Are Part of America's 'Rape Culture' ,0.39157572,0.254855,0.26642776,0.46859363,0.3086987,0.7407407,0.5133222,0.38836113,,,,
@andieiamwhoiam @XxPLWxX  ,0.012772553,0.10268102,0.13373934,0.36146367,0.21652143,0.18666957,0.18636185,0.12784989,,,,
.Islamic Insanity & Muslim Madness In The Netherlands http://thewashingtonstandard.com/islamic-insanity-muslim-madness-in-the-netherlands/,0.29021257,0.44727483,0.6103521,0.41711017,0.26265466,0.14065774,0.35947055,0.80162334,,,,
"""Thank you for a job well done! JMO, ARM = Anti Republic Media (or Mantra). These assholes all say we are a democracy. """,0.6777893,0.66321707,0.895227,0.23640387,0.9077605,0.43869528,0.18264753,0.41043738,,,,
I like sending them to Parris Island.  I would even pay to watch that. Then 2 years in Afghanistan ,0.2298686,0.09272045,0.06572327,0.4882223,0.056007937,0.09216832,0.27372605,0.17984845,,,,
YESSSS.  Impeach RR.  Untenable.  Intractably conflicted.,0.083939545,0.03277246,0.054903742,0.39680338,0.025766922,0.05095955,0.13500814,0.049497534,,,,
"""Buy more ammo, folks, because the IG report shows: """,0.0729142,0.051179044,0.085372895,0.47756603,0.060068306,0.13714713,0.17196341,0.10208071,,,,
Perfidious Albion has no human beings living there especially those reptiles masquerading as the chuckle chuckle royal family ,0.39108577,0.38624892,0.5699557,0.3163813,0.2975068,0.08538963,0.40826428,0.39532983,,,,
"""Who is the clown behind him, holding the gun to his back?""",0.4497033,0.2659073,0.8397985,0.3840078,0.19714889,0.09519194,0.44232643,0.06481196,,,,
What are you?  Some kind of nigger lover?,0.7060645,0.7489638,0.8078075,0.34081745,0.783563,0.24217229,0.16595773,0.93679,,,,
"""2057: After disbanding the Republican party, the %100 Democrat, 95% non-white controlled congress/senate removes all legal punishment associated with murder/assault of """"Caucasians"""". After only 5 years, White Americans make up less than %25 of the US population. Mosin-Nagant is called a wignat fed poster and doxxed by members of the Daily Stormer.""",0.2712817,0.34553987,0.43242753,0.48379967,0.2729656,0.19753744,0.62125003,0.67271644,,,,
Obama/soetoro is meeting w democrats to cash in on vote rigging schemes that elected him 2x = FOREIGN Agent.,0.19789414,0.038674314,0.14066121,0.31164682,0.045208205,0.039993044,0.03758825,0.07331788,,,,
"""the country didn't vote as great Scotland it voted as great Britain and voted to leave,all the latest polls show apart from the wee ginger jimmy krankie Scotland want to remain in the union""",0.22986074,0.06464612,0.117984146,0.4711415,0.06396078,0.055013537,0.12860976,0.16919796,,,,
People to ponder this Friday: ,0.017909339,0.022127932,0.030379333,0.1469441,0.034755174,0.02684369,0.08384149,0.04085352,,,,
"""Jun 15, 2018 05:35:14 AM FBI Agent Peter Strzok, who headed the Clinton & Russia investigations, texted to his lover Lisa Page, in the IG Report, that “we’ll stop�?candidate Trump from becoming President. Doesn’t get any lower than that! """,0.05613239,0.049934454,0.19727772,0.4434901,0.03134211,0.05739928,0.095574856,0.06920241,,,,
"""Imo, anyone who murders a law enforcement officer should be given a greater penalty; they stand between us and the criminals in society; they risk their lives to protect ours. There is a difference between """"us"""" and """"them"""" and penalties should reflect that. If not, then there is no dividing line between us and them. There has to be a line that defines authority.""",0.21109697,0.036351994,0.08457463,0.25614834,0.011947031,0.01419815,0.21561073,0.06529065,,,,
'Multiculturalism' is just jewspeak for ethnic fracturing & polarization!,0.42465788,0.40944627,0.43951178,0.4569678,0.25246903,0.14058787,0.33140162,0.74147683,,,,
Probably. ,0.012911384,0.011543407,0.021263793,0.21015643,0.021042373,0.031339303,0.043842386,0.015966477,,,,
"""Fuck off, @KenYounos Stop trolling reasonable, intelligent people to try to silence them. Truth knows no idiocy - fuck off.""",0.7740273,0.87058884,0.942489,0.31673914,0.98176193,0.5218454,0.57885206,0.580388,,,,
"""#LiberalHypocrisy. #WhereAreTheChidren? Ask #ObamaFraud! Separating #ChildrenInCages began under Obama's Alien Transfer Exit Program (ATEP), or Lateral Repatriation in 2008. #ImmigrantChildren #BuildTheWallNow #BuildTheWall #redpilled #RedPill""",0.39230084,0.2376035,0.39594823,0.50106704,0.17490469,0.10069321,0.20252924,0.31871387,,,,
Pope on migrants: “We must move from considering others as threats to our comfort to valuing them as persons�?0.17759849,0.2888738,0.19564474,0.4090175,0.19947748,0.13275702,0.62198305,0.46253178,,,,,
The minority that will outbreed you  and make you the minority ,0.14373457,0.19411226,0.17693558,0.35904452,0.14245011,0.13171217,0.48371533,0.31472757,,,,
"""He played Mr. Freeze???!!! Heh, since he's a Jew, he ought to be called Mr. Eisen.""",0.36439645,0.4232613,0.48479998,0.5183747,0.35772586,0.29485944,0.2709789,0.77170676,,,,
Let me know when they start doing this with the Synagogues. When will Black Metal start talking about the Kikes?,0.42631236,0.36055824,0.4555012,0.50774366,0.45396215,0.21297573,0.29894373,0.744498,,,,
"""Dear moron, what would be the effective range of your little can of pepper spray against a long rifle? #Democrat https://kek.gg/u/JC_2""",0.7627802,0.468298,0.895227,0.33013684,0.5668494,0.055412777,0.43127632,0.31175223,,,,
People in the UK would just surrender them to the government like they did in the past,0.10515087,0.06923938,0.063718416,0.33578885,0.07942811,0.07655364,0.17888717,0.15108329,,,,
"""With an index finger that long, there's No way that's a female.""",0.20963,0.09603547,0.20105214,0.43249512,0.15849796,0.31177068,0.128603,0.26818416,,,,
"""Lengthy, But well worth the read! """,0.013674961,0.037108954,0.09108265,0.272086,0.05221246,0.05260744,0.08437802,0.05376016,,,,
Rampant Drug Use On Obama’s Air Force One Made “Awkward Hookups With Colleagues Funny And Bizarre�?,0.35227737,0.23526663,0.46274313,0.38222733,0.22257313,0.17017058,0.34651232,0.3013019,,,,
You're living in fantasy land if you think it will happen with current DoJ leadership.,0.11343288,0.057772048,0.23432614,0.21867672,0.050702475,0.023841104,0.12081525,0.08681857,,,,
"""JUST IN: Trump Is Opening Up Obama’s Secret Record, Will Reveal What All Of America Deserves To Know. #QAnon https://rwnofficial.com/just-in-trump-is-opening-up-obamas-secret-record-will-reveal-what-all-of-america-deserves-to-know/""",0.018325835,0.018970491,0.08638525,0.4840003,0.012542772,0.02932897,0.043054774,0.06449192,,,,
"""Truth. They are now attacking our food. Dog food, melons, lettuce, cereal. Who works and runs our food factories? """,0.07211506,0.07320321,0.17252155,0.51485735,0.08546974,0.15451461,0.25825846,0.07667197,,,,
Gabriel Giffords shooting Hispanic target before she became the poster child for gun confiscation.,0.22687212,0.08110653,0.06697147,0.2985822,0.0327826,0.03787134,0.5982636,0.09297065,,,,
"""Sadly the apologists are nearly as dangerous as the corrupt and abusive officers as they advocate for blind support of the badge. Many times, apologists will support censorship, become brutal, and even hold fundraisers for cops who shoot unarmed people in the back!""",0.37954164,0.24485429,0.5666173,0.41657478,0.05833467,0.032982968,0.6868255,0.23616387,,,,
"""Most people don't realize or they ignore or deny the fact that the roots of this movement is in the murderous commie atheists, such as the FARC guerillas of Columbia or Viet Congs of Vietnam. They deny the connection even though that is the true origin and nature of their movement.""",0.2712817,0.27190557,0.543126,0.36728746,0.14385408,0.092457995,0.31792527,0.6691779,,,,
Marriage is an institution.....great line ....because you only get in if you're crazy and you can only stay if you're committed.,0.26589394,0.164269,0.7079137,0.2914026,0.20954986,0.06596559,0.034023594,0.17454587,,,,
"""The Serpents Seed really get on my damn nerves with this tired ass shit. We are called Americans, you satanic reprobates!  Liberals don't remember what Americans are anymore now that they're into their cult of illegal immigration, amnesty, sanctuary cities, chain migration, lottery visas, protecting MS-13 and catching and releasing illegal criminals.""",0.7663013,0.80814576,0.8456072,0.45460635,0.9340307,0.7811416,0.30618644,0.86976737,,,,
"""God over man, man over woman, women over children. This is the order of god. Break it at your peril and down fall. Play by mother nature’s rules or she will come give you a spanking. Without good women in the home,  nurturing,  teaching, loving and inspiring our children we are doomed. “It takes two to make a thing go right�? With out the man at the head of a household, protecting, defending and supporting the family we are doomed. For evil to flourish, good men must do nothing.""",0.2459383,0.30272478,0.39149052,0.4454365,0.11960938,0.14879462,0.5686591,0.38960132,,,,
Great! Those tyrants who run the EU will no longer be getting paid by Soros and the #NWO.,0.35336453,0.2658204,0.63985956,0.51360476,0.19991955,0.09429631,0.42058843,0.27895534,,,,
There you are making demands and giving orders like you're somebody who could make a difference if I did prove something to you. Ha! ,0.09709594,0.011793433,0.029927012,0.47613686,0.012948298,0.03920405,0.028303448,0.021270527,,,,
"""When I was a much younger guy I use to go after women who smoked as I knew it would take less effort to get into their pants.  But nowadays I go after quality, not quantity.""",0.15568043,0.15116008,0.20899124,0.42057404,0.15046272,0.3967561,0.2712149,0.24680537,,,,
Only in #islam do they brainwash children to want to become #terrorists.,0.5818954,0.52936137,0.6581353,0.30509794,0.39686263,0.17578849,0.5412302,0.8073248,,,,
"""Needs one with the eu flag, and the bar tagged """"unlimited 3rd world migration"""", with the last frame saying """"fucking populism""""""",0.7060645,0.6860632,0.69570947,0.32759833,0.93690646,0.51190495,0.25589356,0.59044623,,,,
"""We Need Islam Control, Not Gun Control https://youtu.be/JDYiM--TrbY  But especially understand who your elected leaders really are representing and enabling. Connect the dots as they lie to you.""",0.27856,0.08636455,0.31023735,0.27814898,0.024372555,0.021240082,0.02747763,0.41371205,,,,
"""Just how do their minds work??? -The #LeftWired are incensed about ILLEGAL Children being separated from ILLEGAL parents - yet continue to entice those parents to drag their children through gang infested, drug lord run countries, with the help of preying coyotes to break Federal Laws & Free Load off of Americans - @realdonaldtrump  @TuckerCarlson""",0.37954164,0.21635759,0.39627394,0.4032067,0.13790293,0.11922399,0.2959599,0.39597708,,,,
